2025-10-24 12:34:14 | INFO     | root | Logs will be saved to logs/app_2025-10-24_12-34-14.log
2025-10-24 12:34:14 | INFO     | flet | Assets path configured: /Users/govindajithkumar/PycharmProjects/FoodBarcodeScanner/assets
2025-10-24 12:34:14 | INFO     | flet | Starting up UDS server on /var/folders/8p/3lycjd2d4yj6r4nzff87ynmr0000gn/T/ANmBxGcgPg
2025-10-24 12:34:14 | INFO     | flet | Flet app has started...
2025-10-24 12:34:14 | INFO     | flet | App URL: /var/folders/8p/3lycjd2d4yj6r4nzff87ynmr0000gn/T/ANmBxGcgPg
2025-10-24 12:34:14 | INFO     | flet_desktop | Starting Flet View app...
2025-10-24 12:34:14 | INFO     | flet_desktop | Flet View found in: /Users/govindajithkumar/.flet/bin/flet-0.28.3
2025-10-24 12:34:14 | INFO     | flet | App session started
2025-10-24 12:34:16 | ERROR    | utils | Barcode Update Failed - ss is not a number
2025-10-24 12:34:16 | ERROR    | get_food_db | Barcode Validation Error
2025-10-24 12:34:16 | INFO     | get_food_db | Successfully showed image for None
2025-10-24 12:34:16 | ERROR    | utils | Barcode Update Failed - Invalid Barcode - Please enter a numerical barcode is not a number
2025-10-24 12:34:16 | ERROR    | get_food_db | Cannot display nutritional info for an invalid barcode
